▁Incredible,▁news,",",▁Russian,▁art,iller,y,▁struck,▁the,▁capital,▁building,▁in,▁Kha,r,ki,v,.,</s>
-13.474492073059082,-7.626407146453857,-3.4705111980438232,-8.930534362792969,-6.665220737457275,-8.423501014709473,-0.0034295052755624056,-9.396358489990234,-2.6538150310516357,-6.886272430419922,-9.351794242858887,-3.8637449741363525,-9.21766471862793,-0.4084034562110901,-0.5338688492774963,-2.1721153259277344,-1.107100009918213,-0.1545846164226532
6101,291,10,707,83,149,0,505,3,153,337,6,707,0,0,2,1,0
▁Incredible,▁news,",",▁Russian,▁art,iller,y,▁struck,▁the,▁capital,▁building,▁in,▁Kha,r,ki,v,.,</s>
-13.474492073059082,-7.626407146453857,-3.4705111980438232,-8.930534362792969,-6.665220737457275,-8.423501014709473,-0.0034295052755624056,-9.396358489990234,-2.6538150310516357,-6.886272430419922,-9.351794242858887,-3.8637449741363525,-9.21766471862793,-0.4084034562110901,-0.5338688492774963,-2.1721153259277344,-1.107100009918213,-0.1545846164226532
6101,291,10,707,83,149,0,505,3,153,337,6,707,0,0,2,1,0
